geographic_unit_full_name,geographic_unit_name,unit_type,fnid,classification_scale,is_allowing_for_assistance,projection_start,projection_end,value,description,dataseries_name,reporting_date,year,month,quarter,month_sin,month_cos,quarter_sin,quarter_cos,lag_1,lag_2,lag_3,lag_6,rolling_mean_3,rolling_mean_6,rolling_std_3,rolling_std_6,rolling_min_3,rolling_min_6,rolling_max_3,rolling_max_6,difference,pct_change,expanding_mean
"Northwestern Pastoral Zone, Lopur, Turkana West, Turkana, Kenya",Northwestern Pastoral Zone,fsc_admin_lhz,KE2016C323060501,IPC 3.0,True,2022-02-01,2022-02-28,3.0,Crisis,"Northwestern Pastoral Zone, Lopur, Turkana West, Turkana, Kenya (From 01/01/2016): IPC 3.0: Current Situation: Allowing for assistance",2022-02-01,2022,2,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,2.2660406885758997
"Northwestern Pastoral Zone, Nachola, Samburu North, Samburu, Kenya",Northwestern Pastoral Zone,fsc_admin_lhz,KE2016C325020401,IPC 3.0,False,2022-02-01,2022-02-28,3.0,Crisis,"Northwestern Pastoral Zone, Nachola, Samburu North, Samburu, Kenya (From 01/01/2016): IPC 3.0: Current Situation: Not allowing for assistance",2022-02-01,2022,2,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,2.2671875
"Northwestern Pastoral Zone, Nakalale, Turkana North, Turkana, Kenya",Northwestern Pastoral Zone,fsc_admin_lhz,KE2016C323040601,IPC 3.0,True,2022-02-01,2022-02-28,3.0,Crisis,"Northwestern Pastoral Zone, Nakalale, Turkana North, Turkana, Kenya (From 01/01/2016): IPC 3.0: Current Situation: Allowing for assistance",2022-02-01,2022,2,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,2.268330733229329
"Northwestern Pastoral Zone, Nanaam, Turkana West, Turkana, Kenya",Northwestern Pastoral Zone,fsc_admin_lhz,KE2016C323060601,IPC 3.0,True,2022-02-01,2022-02-28,3.0,Crisis,"Northwestern Pastoral Zone, Nanaam, Turkana West, Turkana, Kenya (From 01/01/2016): IPC 3.0: Current Situation: Allowing for assistance",2022-02-01,2022,2,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,2.269470404984424
"Northwestern Pastoral Zone, Nyiro, Samburu North, Samburu, Kenya",Northwestern Pastoral Zone,fsc_admin_lhz,KE2016C325020601,IPC 3.0,False,2022-02-01,2022-02-28,3.0,Crisis,"Northwestern Pastoral Zone, Nyiro, Samburu North, Samburu, Kenya (From 01/01/2016): IPC 3.0: Current Situation: Not allowing for assistance",2022-02-01,2022,2,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,2.270606531881804
"Northwestern Pastoral Zone, Sigor, West Pokot, Kenya",Northwestern Pastoral Zone,fsc_admin_lhz,KE2016C324040001,IPC 3.0,False,2022-02-01,2022-02-28,2.0,Stressed,"Northwestern Pastoral Zone, Sigor, West Pokot, Kenya (From 01/01/2016): IPC 3.0: Current Situation: Not allowing for assistance",2022-02-01,2022,2,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,2.2717391304347827
"Northwestern Pastoral Zone, Songot, Turkana West, Turkana, Kenya",Northwestern Pastoral Zone,fsc_admin_lhz,KE2016C323060701,IPC 3.0,True,2022-02-01,2022-02-28,3.0,Crisis,"Northwestern Pastoral Zone, Songot, Turkana West, Turkana, Kenya (From 01/01/2016): IPC 3.0: Current Situation: Allowing for assistance",2022-02-01,2022,2,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,2.0,3.0,3.0,3.0,2.6666666666666665,2.8333333333333335,0.5773502691896257,0.408248290463863,2.0,2.0,3.0,3.0,-1.0,-33.333333333333336,2.2713178294573644
"Northwestern Pastoral Zone, Tiaty, Baringo, Kenya",Northwestern Pastoral Zone,fsc_admin_lhz,KE2016C330060001,IPC 3.0,False,2022-02-01,2022-02-28,3.0,Crisis,"Northwestern Pastoral Zone, Tiaty, Baringo, Kenya (From 01/01/2016): IPC 3.0: Current Situation: Not allowing for assistance",2022-02-01,2022,2,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,3.0,2.0,3.0,3.0,2.6666666666666665,2.8333333333333335,0.5773502691896257,0.408248290463863,2.0,2.0,3.0,3.0,1.0,50.0,2.2724458204334366
"Northwestern Pastoral Zone, Turkwel, Loima, Turkana, Kenya",Northwestern Pastoral Zone,fsc_admin_lhz,KE2016C323010401,IPC 3.0,True,2022-02-01,2022-02-28,3.0,Crisis,"Northwestern Pastoral Zone, Turkwel, Loima, Turkana, Kenya (From 01/01/2016): IPC 3.0: Current Situation: Allowing for assistance",2022-02-01,2022,2,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,3.0,3.0,2.0,3.0,2.6666666666666665,2.8333333333333335,0.5773502691896257,0.408248290463863,2.0,2.0,3.0,3.0,0.0,0.0,2.2735703245749614
"Northwestern Pastoral Zone, Kaaleng/Kaikor, Turkana North, Turkana, Kenya",Northwestern Pastoral Zone,fsc_admin_lhz,KE2016C323040101,IPC 3.1,False,2022-06-01,2022-06-30,4.0,Emergency,"Northwestern Pastoral Zone, Kaaleng/Kaikor, Turkana North, Turkana, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,3.0,3.0,3.0,3.0,3.0,2.8333333333333335,0.0,0.408248290463863,3.0,2.0,3.0,3.0,0.0,0.0,2.2746913580246915
"Northwestern Pastoral Zone, Kacheliba, West Pokot, Kenya",Northwestern Pastoral Zone,fsc_admin_lhz,KE2016C324010001,IPC 3.1,False,2022-06-01,2022-06-30,2.0,Stressed,"Northwestern Pastoral Zone, Kacheliba, West Pokot, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,4.0,3.0,3.0,3.0,3.3333333333333335,3.0,0.5773502691896257,0.6324555320336759,3.0,2.0,4.0,4.0,1.0,33.33333333333333,2.2773497688751925
"Northwestern Pastoral Zone, Kaeris, Turkana North, Turkana, Kenya",Northwestern Pastoral Zone,fsc_admin_lhz,KE2016C323040201,IPC 3.1,False,2022-06-01,2022-06-30,4.0,Emergency,"Northwestern Pastoral Zone, Kaeris, Turkana North, Turkana, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,2.0,4.0,3.0,2.0,3.0,2.8333333333333335,0.9999999999999999,0.752772652709081,2.0,2.0,4.0,4.0,-2.0,-50.0,2.276923076923077
"Northwestern Pastoral Zone, Kakuma, Turkana West, Turkana, Kenya",Northwestern Pastoral Zone,fsc_admin_lhz,KE2016C323060101,IPC 3.1,False,2022-06-01,2022-06-30,4.0,Emergency,"Northwestern Pastoral Zone, Kakuma, Turkana West, Turkana, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,4.0,2.0,4.0,3.0,3.3333333333333335,3.1666666666666665,1.1547005383792515,0.752772652709081,2.0,2.0,4.0,4.0,2.0,100.0,2.2795698924731185
"Northwestern Pastoral Zone, Kalapata, Turkana South, Turkana, Kenya",Northwestern Pastoral Zone,fsc_admin_lhz,KE2016C323050101,IPC 3.1,False,2022-06-01,2022-06-30,4.0,Emergency,"Northwestern Pastoral Zone, Kalapata, Turkana South, Turkana, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,4.0,4.0,2.0,3.0,3.3333333333333335,3.3333333333333335,1.1547005383792515,0.816496580927726,2.0,2.0,4.0,4.0,0.0,0.0,2.2822085889570554
"Northwestern Pastoral Zone, Kalobeyei, Turkana West, Turkana, Kenya",Northwestern Pastoral Zone,fsc_admin_lhz,KE2016C323060201,IPC 3.1,False,2022-06-01,2022-06-30,4.0,Emergency,"Northwestern Pastoral Zone, Kalobeyei, Turkana West, Turkana, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,4.0,4.0,4.0,3.0,4.0,3.5,0.0,0.8366600265340758,4.0,2.0,4.0,4.0,0.0,0.0,2.2848392036753444
"Northwestern Pastoral Zone, Kalokol, Turkana Central, Turkana, Kenya",Northwestern Pastoral Zone,fsc_admin_lhz,KE2016C323020101,IPC 3.1,False,2022-06-01,2022-06-30,4.0,Emergency,"Northwestern Pastoral Zone, Kalokol, Turkana Central, Turkana, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,4.0,4.0,4.0,4.0,4.0,3.6666666666666665,0.0,0.8164965809277264,4.0,2.0,4.0,4.0,0.0,0.0,2.287461773700306
"Northwestern Pastoral Zone, Kanamkemer, Turkana Central, Turkana, Kenya",Northwestern Pastoral Zone,fsc_admin_lhz,KE2016C323020201,IPC 3.1,False,2022-06-01,2022-06-30,4.0,Emergency,"Northwestern Pastoral Zone, Kanamkemer, Turkana Central, Turkana, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,4.0,4.0,4.0,2.0,4.0,3.6666666666666665,0.0,0.8164965809277264,4.0,2.0,4.0,4.0,0.0,0.0,2.2900763358778624
"Northwestern Pastoral Zone, Kang'Atotha, Turkana Central, Turkana, Kenya",Northwestern Pastoral Zone,fsc_admin_lhz,KE2016C323020301,IPC 3.1,False,2022-06-01,2022-06-30,4.0,Emergency,"Northwestern Pastoral Zone, Kang'Atotha, Turkana Central, Turkana, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,2.292682926829268
"Northwestern Pastoral Zone, Kapedo/Napeitom, Turkana East, Turkana, Kenya",Northwestern Pastoral Zone,fsc_admin_lhz,KE2016C323030101,IPC 3.1,False,2022-06-01,2022-06-30,4.0,Emergency,"Northwestern Pastoral Zone, Kapedo/Napeitom, Turkana East, Turkana, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,2.295281582952816
"Northwestern Pastoral Zone, Kapenguria, West Pokot, Kenya",Northwestern Pastoral Zone,fsc_admin_lhz,KE2016C324020001,IPC 3.1,False,2022-06-01,2022-06-30,2.0,Stressed,"Northwestern Pastoral Zone, Kapenguria, West Pokot, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,2.297872340425532
"Northwestern Pastoral Zone, Kaputir, Turkana South, Turkana, Kenya",Northwestern Pastoral Zone,fsc_admin_lhz,KE2016C323050201,IPC 3.1,False,2022-06-01,2022-06-30,4.0,Emergency,"Northwestern Pastoral Zone, Kaputir, Turkana South, Turkana, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,2.0,4.0,4.0,4.0,3.3333333333333335,3.6666666666666665,1.1547005383792517,0.816496580927726,2.0,2.0,4.0,4.0,-2.0,-50.0,2.2974203338391503
"Northwestern Pastoral Zone, Katilia, Turkana East, Turkana, Kenya",Northwestern Pastoral Zone,fsc_admin_lhz,KE2016C323030201,IPC 3.1,False,2022-06-01,2022-06-30,4.0,Emergency,"Northwestern Pastoral Zone, Katilia, Turkana East, Turkana, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,4.0,2.0,4.0,4.0,3.3333333333333335,3.6666666666666665,1.1547005383792517,0.816496580927726,2.0,2.0,4.0,4.0,2.0,100.0,2.3
"Northwestern Pastoral Zone, Katilu, Turkana South, Turkana, Kenya",Northwestern Pastoral Zone,fsc_admin_lhz,KE2016C323050301,IPC 3.1,False,2022-06-01,2022-06-30,4.0,Emergency,"Northwestern Pastoral Zone, Katilu, Turkana South, Turkana, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,4.0,4.0,2.0,4.0,3.3333333333333335,3.6666666666666665,1.1547005383792517,0.816496580927726,2.0,2.0,4.0,4.0,0.0,0.0,2.302571860816944
"Northwestern Pastoral Zone, Kerio Delta, Turkana Central, Turkana, Kenya",Northwestern Pastoral Zone,fsc_admin_lhz,KE2016C323020401,IPC 3.1,False,2022-06-01,2022-06-30,4.0,Emergency,"Northwestern Pastoral Zone, Kerio Delta, Turkana Central, Turkana, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,4.0,4.0,4.0,4.0,4.0,3.6666666666666665,0.0,0.816496580927726,4.0,2.0,4.0,4.0,0.0,0.0,2.305135951661631
"Northwestern Pastoral Zone, Kibish, Turkana North, Turkana, Kenya",Northwestern Pastoral Zone,fsc_admin_lhz,KE2016C323040301,IPC 3.1,False,2022-06-01,2022-06-30,4.0,Emergency,"Northwestern Pastoral Zone, Kibish, Turkana North, Turkana, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,4.0,4.0,4.0,4.0,4.0,3.6666666666666665,0.0,0.816496580927726,4.0,2.0,4.0,4.0,0.0,0.0,2.3076923076923075
"Northwestern Pastoral Zone, Kotaruk/Lobei, Loima, Turkana, Kenya",Northwestern Pastoral Zone,fsc_admin_lhz,KE2016C323010101,IPC 3.1,False,2022-06-01,2022-06-30,4.0,Emergency,"Northwestern Pastoral Zone, Kotaruk/Lobei, Loima, Turkana, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,4.0,4.0,4.0,2.0,4.0,3.6666666666666665,0.0,0.816496580927726,4.0,2.0,4.0,4.0,0.0,0.0,2.3102409638554215
"Northwestern Pastoral Zone, Lakezone, Turkana North, Turkana, Kenya",Northwestern Pastoral Zone,fsc_admin_lhz,KE2016C323040401,IPC 3.1,False,2022-06-01,2022-06-30,4.0,Emergency,"Northwestern Pastoral Zone, Lakezone, Turkana North, Turkana, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,2.312781954887218
"Northwestern Pastoral Zone, Lapur, Turkana North, Turkana, Kenya",Northwestern Pastoral Zone,fsc_admin_lhz,KE2016C323040501,IPC 3.1,False,2022-06-01,2022-06-30,4.0,Emergency,"Northwestern Pastoral Zone, Lapur, Turkana North, Turkana, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,2.315315315315315
"Northwestern Pastoral Zone, Letea, Turkana West, Turkana, Kenya",Northwestern Pastoral Zone,fsc_admin_lhz,KE2016C323060301,IPC 3.1,False,2022-06-01,2022-06-30,4.0,Emergency,"Northwestern Pastoral Zone, Letea, Turkana West, Turkana, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,2.31784107946027
"Northwestern Pastoral Zone, Lobokat, Turkana South, Turkana, Kenya",Northwestern Pastoral Zone,fsc_admin_lhz,KE2016C323050401,IPC 3.1,False,2022-06-01,2022-06-30,4.0,Emergency,"Northwestern Pastoral Zone, Lobokat, Turkana South, Turkana, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,2.320359281437126
"Northwestern Pastoral Zone, Lodwa Township, Turkana Central, Turkana, Kenya",Northwestern Pastoral Zone,fsc_admin_lhz,KE2016C323020501,IPC 3.1,False,2022-06-01,2022-06-30,4.0,Emergency,"Northwestern Pastoral Zone, Lodwa Township, Turkana Central, Turkana, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,2.3228699551569507
"Northwestern Pastoral Zone, Loima, Loima, Turkana, Kenya",Northwestern Pastoral Zone,fsc_admin_lhz,KE2016C323010201,IPC 3.1,False,2022-06-01,2022-06-30,4.0,Emergency,"Northwestern Pastoral Zone, Loima, Loima, Turkana, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,2.325373134328358
"Northwestern Pastoral Zone, Lokichar, Turkana South, Turkana, Kenya",Northwestern Pastoral Zone,fsc_admin_lhz,KE2016C323050501,IPC 3.1,False,2022-06-01,2022-06-30,4.0,Emergency,"Northwestern Pastoral Zone, Lokichar, Turkana South, Turkana, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,2.3278688524590163
"Northwestern Pastoral Zone, Lokichoggioi, Turkana West, Turkana, Kenya",Northwestern Pastoral Zone,fsc_admin_lhz,KE2016C323060401,IPC 3.1,False,2022-06-01,2022-06-30,4.0,Emergency,"Northwestern Pastoral Zone, Lokichoggioi, Turkana West, Turkana, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,2.330357142857143
"Northwestern Pastoral Zone, Lokiriama/Lorengippi, Loima, Turkana, Kenya",Northwestern Pastoral Zone,fsc_admin_lhz,KE2016C323010301,IPC 3.1,False,2022-06-01,2022-06-30,4.0,Emergency,"Northwestern Pastoral Zone, Lokiriama/Lorengippi, Loima, Turkana, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,2.3328380386329868
"Northwestern Pastoral Zone, Lokori/Kochodin, Turkana East, Turkana, Kenya",Northwestern Pastoral Zone,fsc_admin_lhz,KE2016C323030301,IPC 3.1,False,2022-06-01,2022-06-30,4.0,Emergency,"Northwestern Pastoral Zone, Lokori/Kochodin, Turkana East, Turkana, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,2.335311572700297
"Northwestern Pastoral Zone, Lopur, Turkana West, Turkana, Kenya",Northwestern Pastoral Zone,fsc_admin_lhz,KE2016C323060501,IPC 3.1,False,2022-06-01,2022-06-30,4.0,Emergency,"Northwestern Pastoral Zone, Lopur, Turkana West, Turkana, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,2.3377777777777777
"Northwestern Pastoral Zone, Nachola, Samburu North, Samburu, Kenya",Northwestern Pastoral Zone,fsc_admin_lhz,KE2016C325020401,IPC 3.1,False,2022-06-01,2022-06-30,3.0,Crisis,"Northwestern Pastoral Zone, Nachola, Samburu North, Samburu, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,2.3402366863905324
"Northwestern Pastoral Zone, Nakalale, Turkana North, Turkana, Kenya",Northwestern Pastoral Zone,fsc_admin_lhz,KE2016C323040601,IPC 3.1,False,2022-06-01,2022-06-30,4.0,Emergency,"Northwestern Pastoral Zone, Nakalale, Turkana North, Turkana, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,3.0,4.0,4.0,4.0,3.6666666666666665,3.8333333333333335,0.5773502691896257,0.408248290463863,3.0,3.0,4.0,4.0,-1.0,-25.0,2.341211225997046
"Northwestern Pastoral Zone, Nanaam, Turkana West, Turkana, Kenya",Northwestern Pastoral Zone,fsc_admin_lhz,KE2016C323060601,IPC 3.1,False,2022-06-01,2022-06-30,4.0,Emergency,"Northwestern Pastoral Zone, Nanaam, Turkana West, Turkana, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,4.0,3.0,4.0,4.0,3.6666666666666665,3.8333333333333335,0.5773502691896257,0.408248290463863,3.0,3.0,4.0,4.0,1.0,33.33333333333333,2.3436578171091447
"Northwestern Pastoral Zone, Nyiro, Samburu North, Samburu, Kenya",Northwestern Pastoral Zone,fsc_admin_lhz,KE2016C325020601,IPC 3.1,False,2022-06-01,2022-06-30,3.0,Crisis,"Northwestern Pastoral Zone, Nyiro, Samburu North, Samburu, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,4.0,4.0,3.0,4.0,3.6666666666666665,3.8333333333333335,0.5773502691896257,0.408248290463863,3.0,3.0,4.0,4.0,0.0,0.0,2.346097201767305
"Northwestern Pastoral Zone, Sigor, West Pokot, Kenya",Northwestern Pastoral Zone,fsc_admin_lhz,KE2016C324040001,IPC 3.1,False,2022-06-01,2022-06-30,2.0,Stressed,"Northwestern Pastoral Zone, Sigor, West Pokot, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,3.0,4.0,4.0,4.0,3.6666666666666665,3.6666666666666665,0.5773502691896257,0.5163977794943223,3.0,3.0,4.0,4.0,-1.0,-25.0,2.347058823529412
"Northwestern Pastoral Zone, Songot, Turkana West, Turkana, Kenya",Northwestern Pastoral Zone,fsc_admin_lhz,KE2016C323060701,IPC 3.1,False,2022-06-01,2022-06-30,4.0,Emergency,"Northwestern Pastoral Zone, Songot, Turkana West, Turkana, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,2.0,3.0,4.0,4.0,3.0,3.3333333333333335,0.9999999999999999,0.8164965809277264,2.0,2.0,4.0,4.0,-1.0,-33.333333333333336,2.3465491923641704
"Northwestern Pastoral Zone, Tiaty, Baringo, Kenya",Northwestern Pastoral Zone,fsc_admin_lhz,KE2016C330060001,IPC 3.1,False,2022-06-01,2022-06-30,3.0,Crisis,"Northwestern Pastoral Zone, Tiaty, Baringo, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,4.0,2.0,3.0,3.0,3.0,3.3333333333333335,0.9999999999999999,0.8164965809277264,2.0,2.0,4.0,4.0,2.0,100.0,2.3489736070381233
"Northwestern Pastoral Zone, Turkwel, Loima, Turkana, Kenya",Northwestern Pastoral Zone,fsc_admin_lhz,KE2016C323010401,IPC 3.1,False,2022-06-01,2022-06-30,4.0,Emergency,"Northwestern Pastoral Zone, Turkwel, Loima, Turkana, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,3.0,4.0,2.0,4.0,3.0,3.3333333333333335,0.9999999999999999,0.8164965809277264,2.0,2.0,4.0,4.0,-1.0,-25.0,2.349926793557833
"Northwestern Pastoral Zone, Kaaleng/Kaikor, Turkana North, Turkana, Kenya",Northwestern Pastoral Zone,fsc_admin_lhz,KE2016C323040101,IPC 3.1,False,2022-10-01,2022-10-31,4.0,Emergency,"Northwestern Pastoral Zone, Kaaleng/Kaikor, Turkana North, Turkana, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-10-01,2022,10,4,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,4.0,3.0,4.0,4.0,3.6666666666666665,3.3333333333333335,0.5773502691896257,0.8164965809277264,3.0,2.0,4.0,4.0,1.0,33.33333333333333,2.3523391812865495
