location_code,has_hrp,in_gho,provider_admin1_name,provider_admin2_name,admin1_code,admin1_name,admin2_code,admin2_name,admin_level,provider_admin1_code,provider_admin2_code,aggregation_period,rainfall,rainfall_long_term_average,rainfall_anomaly_pct,number_pixels,version,reference_period_start,reference_period_end
KEN,False,True,Not provided,Not provided,KE028,Elgeyo-Marakwet,KE028147,Marakwet East,2,,51385,dekad,15.226415,42.846542,42.273514,53,preliminary,2026-06-01,2026-06-10
KEN,False,True,Not provided,Not provided,KE028,Elgeyo-Marakwet,KE028147,Marakwet East,2,,51385,1-month,136.5283,156.98491,87.37129,53,preliminary,2026-06-01,2026-06-10
KEN,False,True,Not provided,Not provided,KE028,Elgeyo-Marakwet,KE028147,Marakwet East,2,,51385,3-month,461.20758,465.49118,99.08955,53,preliminary,2026-06-01,2026-06-10
KEN,False,True,Not provided,Not provided,KE028,Elgeyo-Marakwet,KE028147,Marakwet East,2,,51385,dekad,0.6226415,40.815094,12.272465,53,forecast,2026-06-11,2026-06-20
KEN,False,True,Not provided,Not provided,KE028,Elgeyo-Marakwet,KE028147,Marakwet East,2,,51385,1-month,41.905663,135.25848,33.4423,53,forecast,2026-06-11,2026-06-20
KEN,False,True,Not provided,Not provided,KE028,Elgeyo-Marakwet,KE028147,Marakwet East,2,,51385,3-month,370.75473,476.17422,78.0912,53,forecast,2026-06-11,2026-06-20
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,dekad,36.672268,24.42661,141.61423,238,final,2025-07-01,2025-07-10
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,1-month,85.36975,74.58025,113.55801,238,final,2025-07-01,2025-07-10
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,3-month,410.5042,337.34567,121.36979,238,final,2025-07-01,2025-07-10
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,dekad,39.542015,28.730253,132.0536,238,final,2025-07-11,2025-07-20
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,1-month,94.84874,76.63936,122.30466,238,final,2025-07-11,2025-07-20
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,3-month,370.16388,319.7374,115.5284,238,final,2025-07-11,2025-07-20
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,dekad,23.857143,35.18011,71.81947,238,final,2025-07-21,2025-07-31
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,1-month,100.07143,88.336975,112.572136,238,final,2025-07-21,2025-07-31
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,3-month,338.19327,300.42676,112.365166,238,final,2025-07-21,2025-07-31
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,dekad,54.163864,28.67773,175.67651,238,final,2025-08-01,2025-08-10
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,1-month,117.56302,92.5881,125.592186,238,final,2025-08-01,2025-08-10
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,3-month,316.34454,277.48853,113.754906,238,final,2025-08-01,2025-08-10
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,dekad,39.563026,32.65504,118.34545,238,final,2025-08-11,2025-08-20
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,1-month,117.58404,96.512886,120.75712,238,final,2025-08-11,2025-08-20
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,3-month,311.3151,265.514,116.93113,238,final,2025-08-11,2025-08-20
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,dekad,21.319328,37.617226,61.75749,238,final,2025-08-21,2025-08-31
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,1-month,115.04622,98.95,115.48458,238,final,2025-08-21,2025-08-31
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,3-month,286.12186,268.9175,106.28085,238,final,2025-08-21,2025-08-31
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,dekad,36.85294,25.638374,136.603,238,final,2025-09-01,2025-09-10
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,1-month,97.73529,95.910645,101.80818,238,final,2025-09-01,2025-09-10
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,3-month,300.66806,263.079,114.02164,238,final,2025-09-01,2025-09-10
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,dekad,36.84454,22.684593,151.14738,238,final,2025-09-11,2025-09-20
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,1-month,95.01681,85.94019,109.98086,238,final,2025-09-11,2025-09-20
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,3-month,307.4496,259.09244,118.31069,238,final,2025-09-11,2025-09-20
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,dekad,26.289915,20.530392,122.55948,238,final,2025-09-21,2025-09-30
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,1-month,99.9874,68.85336,142.15656,238,final,2025-09-21,2025-09-30
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,3-month,315.10504,256.14035,122.5797,238,final,2025-09-21,2025-09-30
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,dekad,60.7563,22.332912,240.57555,238,final,2025-10-01,2025-10-10
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,1-month,123.890755,65.5479,182.69963,238,final,2025-10-01,2025-10-10
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,3-month,339.1891,254.04663,132.86761,238,final,2025-10-01,2025-10-10
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,dekad,15.47479,24.659945,69.031784,238,final,2025-10-11,2025-10-20
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,1-month,102.52101,67.52325,148.25731,238,final,2025-10-11,2025-10-20
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,3-month,315.12186,249.97633,125.54964,238,final,2025-10-11,2025-10-20
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,dekad,43.39496,31.819748,131.4375,238,final,2025-10-21,2025-10-31
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,1-month,119.62605,78.81261,148.69606,238,final,2025-10-21,2025-10-31
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,3-month,334.65967,246.61597,134.9913,238,final,2025-10-21,2025-10-31
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,dekad,19.962185,32.82955,65.98594,238,final,2025-11-01,2025-11-10
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,1-month,78.83193,89.30924,88.89047,238,final,2025-11-01,2025-11-10
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,3-month,300.45798,250.76779,119.42785,238,final,2025-11-01,2025-11-10
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,dekad,16.533613,30.134874,61.288433,238,final,2025-11-11,2025-11-20
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,1-month,79.890755,94.78417,85.07437,238,final,2025-11-11,2025-11-20
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,3-month,277.42856,248.24762,111.52269,238,final,2025-11-11,2025-11-20
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,dekad,11.054622,29.242157,46.885548,238,final,2025-11-21,2025-11-30
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,1-month,47.55042,92.20658,54.060555,238,final,2025-11-21,2025-11-30
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,3-month,267.16388,239.87256,111.14511,238,final,2025-11-21,2025-11-30
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,dekad,8.092437,20.479973,51.383244,238,final,2025-12-01,2025-12-10
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,1-month,35.68067,79.857,47.940266,238,final,2025-12-01,2025-12-10
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,3-month,238.40337,234.71414,101.53902,238,final,2025-12-01,2025-12-10
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,dekad,17.386555,20.144537,89.03149,238,final,2025-12-11,2025-12-20
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,1-month,36.533615,69.86667,55.47678,238,final,2025-12-11,2025-12-20
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,3-month,218.94539,232.17409,94.42237,238,final,2025-12-11,2025-12-20
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,dekad,54.781513,24.854761,200.24113,238,final,2025-12-21,2025-12-31
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,1-month,80.260506,65.47927,120.97246,238,final,2025-12-21,2025-12-31
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,3-month,247.43698,236.49846,104.52944,238,final,2025-12-21,2025-12-31
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,dekad,3.9033613,12.652241,50.43757,238,final,2026-01-01,2026-01-10
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,1-month,76.07143,56.87997,131.014,238,final,2026-01-01,2026-01-10
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,3-month,190.58403,224.89328,85.07601,238,final,2026-01-01,2026-01-10
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,dekad,4.932773,17.307703,44.526203,238,final,2026-01-11,2026-01-20
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,1-month,63.61765,55.27157,113.84746,238,final,2026-01-11,2026-01-20
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,3-month,180.042,217.84328,83.036835,238,final,2026-01-11,2026-01-20
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,dekad,5.172269,14.038376,53.430336,238,final,2026-01-21,2026-01-31
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,1-month,14.008403,43.99832,38.79399,238,final,2026-01-21,2026-01-31
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,3-month,141.81934,200.19678,71.55051,238,final,2026-01-21,2026-01-31
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,dekad,12.281512,13.007423,95.968834,238,final,2026-02-01,2026-02-10
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,1-month,22.386555,44.3535,55.4906,238,final,2026-02-01,2026-02-10
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,3-month,134.13866,180.01233,75.20507,238,final,2026-02-01,2026-02-10
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,dekad,32.81933,17.806023,165.83044,238,final,2026-02-11,2026-02-20
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,1-month,50.27311,44.85182,110.87481,238,final,2026-02-11,2026-02-20
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,3-month,150.42436,167.90532,89.88987,238,final,2026-02-11,2026-02-20
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,dekad,97.336136,11.232213,630.451,238,final,2026-02-21,2026-02-28
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,1-month,142.43698,42.04566,313.39127,238,final,2026-02-21,2026-02-28
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,3-month,236.70589,149.8493,156.09103,238,final,2026-02-21,2026-02-28
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,dekad,122.19748,26.981373,397.72363,238,final,2026-03-01,2026-03-10
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,1-month,252.35294,56.019608,421.75452,238,final,2026-03-01,2026-03-10
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,3-month,350.8109,157.25308,219.2938,238,final,2026-03-01,2026-03-10
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,dekad,56.19748,24.489075,207.52594,238,final,2026-03-11,2026-03-20
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,1-month,275.73108,62.70266,414.65295,238,final,2026-03-11,2026-03-20
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,3-month,389.62186,162.82605,235.13744,238,final,2026-03-11,2026-03-20
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,dekad,47.172268,35.041317,130.29608,238,final,2026-03-21,2026-03-31
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,1-month,225.56723,86.511765,251.95364,238,final,2026-03-21,2026-03-31
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,3-month,382.0126,172.55574,217.96681,238,final,2026-03-21,2026-03-31
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,dekad,25.512606,49.615406,55.86813,238,final,2026-04-01,2026-04-10
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,1-month,128.88235,109.1458,117.29065,238,final,2026-04-01,2026-04-10
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,3-month,403.62186,209.5189,190.48291,238,final,2026-04-01,2026-04-10
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,dekad,27.2521,46.338516,62.82242,238,final,2026-04-11,2026-04-20
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,1-month,99.93697,130.99524,77.16224,238,final,2026-04-11,2026-04-20
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,3-month,425.9412,238.54971,176.94177,238,final,2026-04-11,2026-04-20
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,dekad,63.97059,54.490757,115.93497,238,final,2026-04-21,2026-04-30
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,1-month,116.73529,150.44467,78.314224,238,final,2026-04-21,2026-04-30
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,3-month,484.7395,279.0021,172.44221,238,final,2026-04-21,2026-04-30
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,dekad,63.537815,51.615967,121.05739,238,final,2026-05-01,2026-05-10
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,1-month,154.7605,152.44524,101.47052,238,final,2026-05-01,2026-05-10
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,3-month,535.9958,317.61066,167.69308,238,final,2026-05-01,2026-05-10
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,dekad,47.457985,44.62955,105.6991,238,final,2026-05-11,2026-05-20
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,1-month,174.9664,150.73627,115.55845,238,final,2026-05-11,2026-05-20
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,3-month,550.63446,344.43417,159.00977,238,final,2026-05-11,2026-05-20
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,dekad,24.201681,34.213726,74.46801,238,final,2026-05-21,2026-05-31
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,1-month,135.19748,130.45924,103.49791,238,final,2026-05-21,2026-05-31
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,3-month,477.5,367.41568,129.55952,238,final,2026-05-21,2026-05-31
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,dekad,17.2521,31.47689,61.00328,238,preliminary,2026-06-01,2026-06-10
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,1-month,88.911766,110.32017,81.435684,238,preliminary,2026-06-01,2026-06-10
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,3-month,372.55463,371.9112,100.17071,238,preliminary,2026-06-01,2026-06-10
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,dekad,5.252101,26.671148,32.370476,238,forecast,2026-06-11,2026-06-20
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,1-month,46.705883,92.36176,53.106968,238,forecast,2026-06-11,2026-06-20
KEN,False,True,Not provided,Not provided,KE032,Nakuru,KE032168,Naivasha,2,,51386,3-month,321.60925,374.09326,86.15539,238,forecast,2026-06-11,2026-06-20
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,dekad,15.2515335,11.083981,125.9112,489,final,2025-07-01,2025-07-10
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,1-month,53.47035,42.70968,122.55448,489,final,2025-07-01,2025-07-10
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,3-month,321.34763,274.77097,116.64814,489,final,2025-07-01,2025-07-10
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,dekad,13.325153,11.315064,112.32046,489,final,2025-07-11,2025-07-20
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,1-month,40.86094,36.525562,110.440254,489,final,2025-07-11,2025-07-20
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,3-month,256.6135,237.82658,107.73676,489,final,2025-07-11,2025-07-20
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,dekad,8.130879,14.066939,68.86726,489,final,2025-07-21,2025-07-31
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,1-month,36.707565,36.465984,100.582596,489,final,2025-07-21,2025-07-31
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,3-month,213.4867,196.1214,108.63423,489,final,2025-07-21,2025-07-31
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,dekad,30.200409,13.922222,186.02682,489,final,2025-08-01,2025-08-10
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,1-month,51.65644,39.304226,127.88044,489,final,2025-08-01,2025-08-10
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,3-month,189.80368,168.58208,112.225685,489,final,2025-08-01,2025-08-10
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,dekad,31.470348,17.959032,158.84969,489,final,2025-08-11,2025-08-20
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,1-month,69.801636,45.948193,146.81902,489,final,2025-08-11,2025-08-20
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,3-month,181.55217,150.42522,120.02697,489,final,2025-08-11,2025-08-20
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,dekad,11.05726,21.88507,59.72556,489,final,2025-08-21,2025-08-31
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,1-month,72.72802,53.766327,132.26627,489,final,2025-08-21,2025-08-31
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,3-month,165.0634,145.5867,112.933876,489,final,2025-08-21,2025-08-31
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,dekad,10.267894,14.65651,77.67348,489,final,2025-09-01,2025-09-10
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,1-month,52.7955,54.500614,97.13429,489,final,2025-09-01,2025-09-10
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,3-month,157.9223,136.51453,115.127625,489,final,2025-09-01,2025-09-10
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,dekad,11.750511,13.506066,90.513626,489,final,2025-09-11,2025-09-20
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,1-month,33.075665,50.04765,69.16856,489,final,2025-09-11,2025-09-20
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,3-month,143.73825,132.52141,108.15643,489,final,2025-09-11,2025-09-20
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,dekad,9.973415,14.567553,76.52166,489,final,2025-09-21,2025-09-30
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,1-month,31.991821,42.73013,77.50204,489,final,2025-09-21,2025-09-30
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,3-month,141.4274,132.96243,106.135704,489,final,2025-09-21,2025-09-30
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,dekad,33.728016,13.105385,213.9033,489,final,2025-10-01,2025-10-10
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,1-month,55.451942,41.179005,130.90785,489,final,2025-10-01,2025-10-10
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,3-month,159.90387,134.98384,117.80207,489,final,2025-10-01,2025-10-10
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,dekad,9.327198,16.047104,68.07206,489,final,2025-10-11,2025-10-20
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,1-month,53.02863,43.72004,119.10628,489,final,2025-10-11,2025-10-20
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,3-month,155.90591,139.71588,111.187454,489,final,2025-10-11,2025-10-20
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,dekad,29.768917,20.510225,136.29404,489,final,2025-10-21,2025-10-31
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,1-month,72.82413,49.662712,142.3715,489,final,2025-10-21,2025-10-31
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,3-month,177.54396,146.15916,120.76276,489,final,2025-10-21,2025-10-31
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,dekad,14.785276,31.718336,53.88391,489,final,2025-11-01,2025-11-10
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,1-month,53.881393,68.275665,80.356,489,final,2025-11-01,2025-11-10
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,3-month,162.12883,163.95528,98.918976,489,final,2025-11-01,2025-11-10
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,dekad,15.595092,30.653715,57.764225,489,final,2025-11-11,2025-11-20
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,1-month,60.149284,82.88228,74.13245,489,final,2025-11-11,2025-11-20
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,3-month,146.25359,176.64996,83.26651,489,final,2025-11-11,2025-11-20
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,dekad,8.867076,30.865168,38.66447,489,final,2025-11-21,2025-11-30
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,1-month,39.247444,93.23722,45.041424,489,final,2025-11-21,2025-11-30
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,3-month,144.0634,185.63007,78.195114,489,final,2025-11-21,2025-11-30
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,dekad,6.957055,26.347443,38.14364,489,final,2025-12-01,2025-12-10
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,1-month,31.419224,87.866325,39.216824,489,final,2025-12-01,2025-12-10
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,3-month,140.75258,197.321,72.04026,489,final,2025-12-01,2025-12-10
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,dekad,20.801636,28.342672,77.38322,489,final,2025-12-11,2025-12-20
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,1-month,36.625767,85.55528,45.967243,489,final,2025-12-11,2025-12-20
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,3-month,149.80368,212.1576,71.28633,489,final,2025-12-11,2025-12-20
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,dekad,77.421265,32.001774,222.7495,489,final,2025-12-21,2025-12-31
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,1-month,105.179955,86.69189,120.16325,489,final,2025-12-21,2025-12-31
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,3-month,217.25153,229.59183,94.73967,489,final,2025-12-21,2025-12-31
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,dekad,6.200409,20.653988,43.659523,489,final,2026-01-01,2026-01-10
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,1-month,104.42331,80.50709,127.96987,489,final,2026-01-01,2026-01-10
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,3-month,189.72392,234.91704,81.163025,489,final,2026-01-01,2026-01-10
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,dekad,6.0572596,23.9576,38.18431,489,final,2026-01-11,2026-01-20
KEN,False,True,Not provided,Not provided,KE033,Narok,KE033182,Narok West,2,,51388,1-month,89.67893,77.704025,114.47923,489,final,2026-01-11,2026-01-20
