location_code,has_hrp,in_gho,provider_admin1_name,provider_admin2_name,admin1_code,admin1_name,admin2_code,admin2_name,admin_level,provider_admin1_code,provider_admin2_code,aggregation_period,rainfall,rainfall_long_term_average,rainfall_anomaly_pct,number_pixels,version,reference_period_start,reference_period_end
KEN,False,True,Not provided,Not provided,KE003,Kilifi,KE003017,Magarini,2,,51343,dekad,12.716,42.933067,36.959873,250,final,2026-04-21,2026-04-30
KEN,False,True,Not provided,Not provided,KE003,Kilifi,KE003017,Magarini,2,,51343,1-month,47.912,125.758934,40.4653,250,final,2026-04-21,2026-04-30
KEN,False,True,Not provided,Not provided,KE003,Kilifi,KE003017,Magarini,2,,51343,3-month,229.264,195.17987,117.02676,250,final,2026-04-21,2026-04-30
KEN,False,True,Not provided,Not provided,KE003,Kilifi,KE003017,Magarini,2,,51343,dekad,30.304,60.621735,53.799248,250,final,2026-05-01,2026-05-10
KEN,False,True,Not provided,Not provided,KE003,Kilifi,KE003017,Magarini,2,,51343,1-month,68.96,142.13094,50.26815,250,final,2026-05-01,2026-05-10
KEN,False,True,Not provided,Not provided,KE003,Kilifi,KE003017,Magarini,2,,51343,3-month,257.79602,253.75946,101.55996,250,final,2026-05-01,2026-05-10
KEN,False,True,Not provided,Not provided,KE003,Kilifi,KE003017,Magarini,2,,51343,dekad,10.184,46.0216,29.759947,250,final,2026-05-11,2026-05-20
KEN,False,True,Not provided,Not provided,KE003,Kilifi,KE003017,Magarini,2,,51343,1-month,53.204002,149.5764,37.653873,250,final,2026-05-11,2026-05-20
KEN,False,True,Not provided,Not provided,KE003,Kilifi,KE003017,Magarini,2,,51343,3-month,265.684,297.07935,89.60692,250,final,2026-05-11,2026-05-20
KEN,False,True,Not provided,Not provided,KE003,Kilifi,KE003017,Magarini,2,,51343,dekad,12.996,51.431202,31.89016,250,final,2026-05-21,2026-05-31
KEN,False,True,Not provided,Not provided,KE003,Kilifi,KE003017,Magarini,2,,51343,1-month,53.484,158.07454,35.863354,250,final,2026-05-21,2026-05-31
KEN,False,True,Not provided,Not provided,KE003,Kilifi,KE003017,Magarini,2,,51343,3-month,268.9,345.21628,78.20881,250,final,2026-05-21,2026-05-31
KEN,False,True,Not provided,Not provided,KE003,Kilifi,KE003017,Magarini,2,,51343,dekad,12.516,25.7732,56.91966,250,preliminary,2026-06-01,2026-06-10
KEN,False,True,Not provided,Not provided,KE003,Kilifi,KE003017,Magarini,2,,51343,1-month,35.696,123.226,31.737713,250,preliminary,2026-06-01,2026-06-10
KEN,False,True,Not provided,Not provided,KE003,Kilifi,KE003017,Magarini,2,,51343,3-month,214.24002,354.29108,61.020164,250,preliminary,2026-06-01,2026-06-10
KEN,False,True,Not provided,Not provided,KE003,Kilifi,KE003017,Magarini,2,,51343,dekad,45.348,23.467867,176.85905,250,forecast,2026-06-11,2026-06-20
KEN,False,True,Not provided,Not provided,KE003,Kilifi,KE003017,Magarini,2,,51343,1-month,70.86,100.672264,71.787994,250,forecast,2026-06-11,2026-06-20
KEN,False,True,Not provided,Not provided,KE003,Kilifi,KE003017,Magarini,2,,51343,3-month,212.64801,361.75708,59.343918,250,forecast,2026-06-11,2026-06-20
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,dekad,11.0,24.29,54.62615,10,final,2025-07-01,2025-07-10
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,1-month,74.0,99.92,75.29546,10,final,2025-07-01,2025-07-10
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,3-month,586.7,601.86,97.5019,10,final,2025-07-01,2025-07-10
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,dekad,13.3,27.943333,55.54993,10,final,2025-07-11,2025-07-20
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,1-month,51.2,96.84333,55.182796,10,final,2025-07-11,2025-07-20
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,3-month,577.4,569.8467,101.31397,10,final,2025-07-11,2025-07-20
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,dekad,20.0,35.81333,61.254494,10,final,2025-07-21,2025-07-31
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,1-month,44.3,88.04667,52.984165,10,final,2025-07-21,2025-07-31
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,3-month,481.0,528.82,91.04192,10,final,2025-07-21,2025-07-31
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,dekad,13.9,21.4,71.590904,10,final,2025-08-01,2025-08-10
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,1-month,47.199997,85.15667,57.899208,10,final,2025-08-01,2025-08-10
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,3-month,334.4,418.57666,80.127174,10,final,2025-08-01,2025-08-10
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,dekad,18.9,24.04,82.30027,10,final,2025-08-11,2025-08-20
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,1-month,52.800003,81.253334,67.0119,10,final,2025-08-11,2025-08-20
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,3-month,220.7,341.24667,65.184746,10,final,2025-08-11,2025-08-20
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,dekad,25.0,27.526667,92.23202,10,final,2025-08-21,2025-08-31
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,1-month,57.8,72.96667,80.54724,10,final,2025-08-21,2025-08-31
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,3-month,206.49998,279.08,74.45086,10,final,2025-08-21,2025-08-31
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,dekad,17.4,17.113333,101.29636,10,final,2025-09-01,2025-09-10
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,1-month,61.300003,68.68,89.98372,10,final,2025-09-01,2025-09-10
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,3-month,182.5,253.75667,72.46191,10,final,2025-09-01,2025-09-10
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,dekad,15.3,19.316668,83.48183,10,final,2025-09-11,2025-09-20
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,1-month,57.7,63.956665,90.926674,10,final,2025-09-11,2025-09-20
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,3-month,161.7,242.05333,67.4753,10,final,2025-09-11,2025-09-20
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,dekad,6.9,16.563334,55.18627,10,final,2025-09-21,2025-09-30
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,1-month,39.600002,52.993332,76.9054,10,final,2025-09-21,2025-09-30
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,3-month,141.7,214.00667,66.98426,10,final,2025-09-21,2025-09-30
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,dekad,22.2,39.52,61.096138,10,final,2025-10-01,2025-10-10
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,1-month,44.4,75.4,61.442787,10,final,2025-10-01,2025-10-10
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,3-month,152.9,229.23666,67.41045,10,final,2025-10-01,2025-10-10
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,dekad,8.8,44.93,27.638695,10,final,2025-10-11,2025-10-20
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,1-month,37.9,101.013336,40.46661,10,final,2025-10-11,2025-10-20
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,3-month,148.40001,246.22333,61.06121,10,final,2025-10-11,2025-10-20
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,dekad,60.1,54.79333,108.875015,10,final,2025-10-21,2025-10-31
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,1-month,91.1,139.24333,66.62353,10,final,2025-10-21,2025-10-31
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,3-month,188.5,265.20334,71.61273,10,final,2025-10-21,2025-10-31
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,dekad,8.6,45.22333,27.079048,10,final,2025-11-01,2025-11-10
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,1-month,77.5,144.94667,55.01956,10,final,2025-11-01,2025-11-10
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,3-month,183.20001,289.02667,64.0078,10,final,2025-11-01,2025-11-10
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,dekad,12.0,43.333332,35.172417,10,final,2025-11-11,2025-11-20
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,1-month,80.7,143.35,57.768787,10,final,2025-11-11,2025-11-20
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,3-month,176.30002,308.32,57.86417,10,final,2025-11-11,2025-11-20
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,dekad,6.0,39.293335,24.834436,10,final,2025-11-21,2025-11-30
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,1-month,26.6,127.85,23.786224,10,final,2025-11-21,2025-11-30
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,3-month,157.30002,320.08667,49.925156,10,final,2025-11-21,2025-11-30
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,dekad,7.2,33.66,31.557163,10,final,2025-12-01,2025-12-10
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,1-month,25.2,116.28667,24.899687,10,final,2025-12-01,2025-12-10
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,3-month,147.09999,336.63333,44.521416,10,final,2025-12-01,2025-12-10
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,dekad,13.7,20.856667,72.32178,10,final,2025-12-11,2025-12-20
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,1-month,26.9,93.81,32.284184,10,final,2025-12-11,2025-12-20
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,3-month,145.5,338.17334,43.85539,10,final,2025-12-11,2025-12-20
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,dekad,7.7,20.346666,50.10521,10,final,2025-12-21,2025-12-31
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,1-month,28.599998,74.863335,42.07187,10,final,2025-12-21,2025-12-31
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,3-month,146.29999,341.95667,43.607746,10,final,2025-12-21,2025-12-31
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,dekad,2.8,7.633333,61.74143,10,final,2026-01-01,2026-01-10
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,1-month,24.199999,50.81333,52.31725,10,final,2026-01-01,2026-01-10
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,3-month,126.899994,303.59668,42.74187,10,final,2026-01-01,2026-01-10
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,dekad,1.9,8.266666,52.01005,10,final,2026-01-11,2026-01-20
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,1-month,12.4,39.393333,39.195072,10,final,2026-01-11,2026-01-20
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,3-month,119.99999,267.53333,45.865948,10,final,2026-01-11,2026-01-20
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,dekad,2.0,6.2,62.5,10,final,2026-01-21,2026-01-31
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,1-month,6.7,22.1,43.173428,10,final,2026-01-21,2026-01-31
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,3-month,61.9,225.53667,29.019245,10,final,2026-01-21,2026-01-31
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,dekad,1.2,2.5933332,81.650566,10,final,2026-02-01,2026-02-10
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,1-month,5.1000004,17.06,45.78423,10,final,2026-02-01,2026-02-10
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,3-month,54.500004,181.10333,31.971487,10,final,2026-02-01,2026-02-10
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,dekad,2.3,3.0866666,90.272064,10,final,2026-02-11,2026-02-20
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,1-month,5.5,11.88,62.20379,10,final,2026-02-11,2026-02-20
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,3-month,44.8,141.31,34.03732,10,final,2026-02-11,2026-02-20
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,dekad,12.1,3.9033334,192.0629,10,final,2026-02-21,2026-02-28
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,1-month,15.6,9.583333,141.25714,10,final,2026-02-21,2026-02-28
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,3-month,50.9,106.42667,50.167526,10,final,2026-02-21,2026-02-28
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,dekad,57.6,14.7,317.76648,10,final,2026-03-01,2026-03-10
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,1-month,72.0,21.69,288.49756,10,final,2026-03-01,2026-03-10
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,3-month,101.299995,89.56333,112.41143,10,final,2026-03-01,2026-03-10
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,dekad,47.5,17.233334,236.13193,10,final,2026-03-11,2026-03-20
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,1-month,117.2,35.836666,299.24088,10,final,2026-03-11,2026-03-20
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,3-month,135.1,87.11,152.10075,10,final,2026-03-11,2026-03-20
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,dekad,61.6,33.533333,172.83737,10,final,2026-03-21,2026-03-31
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,1-month,166.7,65.46667,243.66132,10,final,2026-03-21,2026-03-31
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,3-month,189.0,97.15,189.9168,10,final,2026-03-21,2026-03-31
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,dekad,34.2,59.76,60.5312,10,final,2026-04-01,2026-04-10
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,1-month,143.3,110.526665,128.36864,10,final,2026-04-01,2026-04-10
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,3-month,220.4,149.27667,146.10115,10,final,2026-04-01,2026-04-10
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,dekad,56.0,59.956665,93.90876,10,final,2026-04-11,2026-04-20
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,1-month,151.8,153.25,99.083725,10,final,2026-04-11,2026-04-20
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,3-month,274.5,200.96666,135.70157,10,final,2026-04-11,2026-04-20
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,dekad,33.5,76.84,47.043015,10,final,2026-04-21,2026-04-30
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,1-month,123.7,196.55667,63.85301,10,final,2026-04-21,2026-04-30
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,3-month,306.0,271.60666,112.43403,10,final,2026-04-21,2026-04-30
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,dekad,75.6,131.64333,58.98568,10,final,2026-05-01,2026-05-10
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,1-month,165.1,268.44,62.20743,10,final,2026-05-01,2026-05-10
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,3-month,380.4,400.65668,95.00645,10,final,2026-05-01,2026-05-10
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,dekad,16.0,101.37,19.742409,10,final,2026-05-11,2026-05-20
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,1-month,125.1,309.85333,41.320827,10,final,2026-05-11,2026-05-20
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,3-month,394.1,498.94,79.19594,10,final,2026-05-11,2026-05-20
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,dekad,18.3,89.69333,24.605745,10,final,2026-05-21,2026-05-31
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,1-month,109.899994,322.70667,35.061844,10,final,2026-05-21,2026-05-31
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,3-month,400.3,584.73,68.726364,10,final,2026-05-21,2026-05-31
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,dekad,15.7,42.43667,43.63713,10,preliminary,2026-06-01,2026-06-10
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,1-month,50.0,233.5,23.060797,10,preliminary,2026-06-01,2026-06-10
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,3-month,358.4,612.4667,58.853374,10,preliminary,2026-06-01,2026-06-10
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,dekad,54.3,31.02,164.63075,10,forecast,2026-06-11,2026-06-20
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,1-month,88.3,163.15,55.48618,10,forecast,2026-06-11,2026-06-20
KEN,False,True,Not provided,Not provided,KE001,Mombasa,KE001003,Kisauni,2,,51344,3-month,365.19998,626.25336,58.64523,10,forecast,2026-06-11,2026-06-20
KEN,False,True,Not provided,Not provided,KE006,Taita Taveta,KE006026,Voi,2,,51345,dekad,1.7433155,3.161319,82.62532,561,final,2025-07-01,2025-07-10
KEN,False,True,Not provided,Not provided,KE006,Taita Taveta,KE006026,Voi,2,,51345,1-month,11.42246,12.030363,96.430466,561,final,2025-07-01,2025-07-10
KEN,False,True,Not provided,Not provided,KE006,Taita Taveta,KE006026,Voi,2,,51345,3-month,149.95544,125.75544,118.50785,561,final,2025-07-01,2025-07-10
KEN,False,True,Not provided,Not provided,KE006,Taita Taveta,KE006026,Voi,2,,51345,dekad,1.9964349,3.5777183,81.565216,561,final,2025-07-11,2025-07-20
KEN,False,True,Not provided,Not provided,KE006,Taita Taveta,KE006026,Voi,2,,51345,1-month,8.4955435,11.584254,81.37564,561,final,2025-07-11,2025-07-20
KEN,False,True,Not provided,Not provided,KE006,Taita Taveta,KE006026,Voi,2,,51345,3-month,117.17825,92.06963,125.86661,561,final,2025-07-11,2025-07-20
KEN,False,True,Not provided,Not provided,KE006,Taita Taveta,KE006026,Voi,2,,51345,dekad,2.433155,4.260725,80.265366,561,final,2025-07-21,2025-07-31
KEN,False,True,Not provided,Not provided,KE006,Taita Taveta,KE006026,Voi,2,,51345,1-month,6.1729054,10.999763,69.831696,561,final,2025-07-21,2025-07-31
KEN,False,True,Not provided,Not provided,KE006,Taita Taveta,KE006026,Voi,2,,51345,3-month,54.345814,65.21414,84.52117,561,final,2025-07-21,2025-07-31
KEN,False,True,Not provided,Not provided,KE006,Taita Taveta,KE006026,Voi,2,,51345,dekad,5.650624,5.4141417,102.27077,561,final,2025-08-01,2025-08-10
KEN,False,True,Not provided,Not provided,KE006,Taita Taveta,KE006026,Voi,2,,51345,1-month,10.080214,13.252584,82.619606,561,final,2025-08-01,2025-08-10
KEN,False,True,Not provided,Not provided,KE006,Taita Taveta,KE006026,Voi,2,,51345,3-month,42.190727,54.045277,79.92295,561,final,2025-08-01,2025-08-10
KEN,False,True,Not provided,Not provided,KE006,Taita Taveta,KE006026,Voi,2,,51345,dekad,4.748663,5.1673203,95.882324,561,final,2025-08-11,2025-08-20
KEN,False,True,Not provided,Not provided,KE006,Taita Taveta,KE006026,Voi,2,,51345,1-month,12.832441,14.842187,89.87135,561,final,2025-08-11,2025-08-20
KEN,False,True,Not provided,Not provided,KE006,Taita Taveta,KE006026,Voi,2,,51345,3-month,38.39216,48.16114,81.623825,561,final,2025-08-11,2025-08-20
KEN,False,True,Not provided,Not provided,KE006,Taita Taveta,KE006026,Voi,2,,51345,dekad,5.2335114,5.6543674,96.04992,561,final,2025-08-21,2025-08-31
KEN,False,True,Not provided,Not provided,KE006,Taita Taveta,KE006026,Voi,2,,51345,1-month,15.632797,16.235828,97.16031,561,final,2025-08-21,2025-08-31
KEN,False,True,Not provided,Not provided,KE006,Taita Taveta,KE006026,Voi,2,,51345,3-month,37.650623,40.80178,93.12001,561,final,2025-08-21,2025-08-31
KEN,False,True,Not provided,Not provided,KE006,Taita Taveta,KE006026,Voi,2,,51345,dekad,5.6488414,5.61432,100.32524,561,final,2025-09-01,2025-09-10
KEN,False,True,Not provided,Not provided,KE006,Taita Taveta,KE006026,Voi,2,,51345,1-month,15.631016,16.436007,96.24468,561,final,2025-09-01,2025-09-10
KEN,False,True,Not provided,Not provided,KE006,Taita Taveta,KE006026,Voi,2,,51345,3-month,37.13369,41.718952,90.18543,561,final,2025-09-01,2025-09-10
KEN,False,True,Not provided,Not provided,KE006,Taita Taveta,KE006026,Voi,2,,51345,dekad,5.426025,6.1878195,93.19086,561,final,2025-09-11,2025-09-20
KEN,False,True,Not provided,Not provided,KE006,Taita Taveta,KE006026,Voi,2,,51345,1-month,16.308378,17.456507,94.88732,561,final,2025-09-11,2025-09-20
KEN,False,True,Not provided,Not provided,KE006,Taita Taveta,KE006026,Voi,2,,51345,3-month,37.636364,43.882946,87.22135,561,final,2025-09-11,2025-09-20
KEN,False,True,Not provided,Not provided,KE006,Taita Taveta,KE006026,Voi,2,,51345,dekad,3.9108734,6.19079,79.62685,561,final,2025-09-21,2025-09-30
KEN,False,True,Not provided,Not provided,KE006,Taita Taveta,KE006026,Voi,2,,51345,1-month,14.98574,17.99293,86.92124,561,final,2025-09-21,2025-09-30
KEN,False,True,Not provided,Not provided,KE006,Taita Taveta,KE006026,Voi,2,,51345,3-month,36.791443,45.22852,83.20262,561,final,2025-09-21,2025-09-30
KEN,False,True,Not provided,Not provided,KE006,Taita Taveta,KE006026,Voi,2,,51345,dekad,7.060606,12.229174,70.00107,561,final,2025-10-01,2025-10-10
KEN,False,True,Not provided,Not provided,KE006,Taita Taveta,KE006026,Voi,2,,51345,1-month,16.397505,24.607784,72.26986,561,final,2025-10-01,2025-10-10
KEN,False,True,Not provided,Not provided,KE006,Taita Taveta,KE006026,Voi,2,,51345,3-month,42.108734,54.296375,79.44623,561,final,2025-10-01,2025-10-10
KEN,False,True,Not provided,Not provided,KE006,Taita Taveta,KE006026,Voi,2,,51345,dekad,3.194296,12.542068,46.712257,561,final,2025-10-11,2025-10-20
KEN,False,True,Not provided,Not provided,KE006,Taita Taveta,KE006026,Voi,2,,51345,1-month,14.165775,30.962032,53.294476,561,final,2025-10-11,2025-10-20
KEN,False,True,Not provided,Not provided,KE006,Taita Taveta,KE006026,Voi,2,,51345,3-month,43.306595,63.260723,70.76777,561,final,2025-10-11,2025-10-20
KEN,False,True,Not provided,Not provided,KE006,Taita Taveta,KE006026,Voi,2,,51345,dekad,22.520498,21.314915,104.58137,561,final,2025-10-21,2025-10-31
KEN,False,True,Not provided,Not provided,KE006,Taita Taveta,KE006026,Voi,2,,51345,1-month,32.7754,46.086155,73.94449,561,final,2025-10-21,2025-10-31
KEN,False,True,Not provided,Not provided,KE006,Taita Taveta,KE006026,Voi,2,,51345,3-month,63.393944,80.31491,80.16646,561,final,2025-10-21,2025-10-31
KEN,False,True,Not provided,Not provided,KE006,Taita Taveta,KE006026,Voi,2,,51345,dekad,10.581105,33.269695,40.71395,561,final,2025-11-01,2025-11-10
KEN,False,True,Not provided,Not provided,KE006,Taita Taveta,KE006026,Voi,2,,51345,1-month,36.2959,67.12668,57.254677,561,final,2025-11-01,2025-11-10
KEN,False,True,Not provided,Not provided,KE006,Taita Taveta,KE006026,Voi,2,,51345,3-month,68.324425,108.17047,64.79112,561,final,2025-11-01,2025-11-10
KEN,False,True,Not provided,Not provided,KE006,Taita Taveta,KE006026,Voi,2,,51345,dekad,11.68271,40.507904,36.658924,561,final,2025-11-11,2025-11-20
KEN,False,True,Not provided,Not provided,KE006,Taita Taveta,KE006026,Voi,2,,51345,1-month,44.784313,95.092514,49.738297,561,final,2025-11-11,2025-11-20
KEN,False,True,Not provided,Not provided,KE006,Taita Taveta,KE006026,Voi,2,,51345,3-month,75.25847,143.51105,54.042088,561,final,2025-11-11,2025-11-20
KEN,False,True,Not provided,Not provided,KE006,Taita Taveta,KE006026,Voi,2,,51345,dekad,6.479501,41.532444,24.669886,561,final,2025-11-21,2025-11-30
KEN,False,True,Not provided,Not provided,KE006,Taita Taveta,KE006026,Voi,2,,51345,1-month,28.743317,115.31004,28.046967,561,final,2025-11-21,2025-11-30
KEN,False,True,Not provided,Not provided,KE006,Taita Taveta,KE006026,Voi,2,,51345,3-month,76.504456,179.38913,44.20242,561,final,2025-11-21,2025-11-30
KEN,False,True,Not provided,Not provided,KE006,Taita Taveta,KE006026,Voi,2,,51345,dekad,8.051693,40.623116,28.607632,561,final,2025-12-01,2025-12-10
KEN,False,True,Not provided,Not provided,KE006,Taita Taveta,KE006026,Voi,2,,51345,1-month,26.213903,122.66346,24.450148,561,final,2025-12-01,2025-12-10
